,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
134,139,145,Race,Malaysian,"As a foreigner with local relatives, I'm starting to grasp how a lot things function in Malaysia.",0,"['foreigner', 'local', 'relatives', 'starting', 'grasp', 'lot', 'things', 'function', 'malaysia']","[858, 27, 280, 509, 1254, 390, 703, 81, 710, 720]"
135,140,145,Race,Malaysian,"I think some customs/cultural practices/social norms are honestly holding the whole population back, which is a shame because this country is so much more capable and has such a huge potential.",0,"['think', 'customs', 'cultural', 'practices', 'social', 'norms', 'honestly', 'holding', 'whole', 'population', 'back', 'shame', 'country', 'much', 'capable', 'huge', 'potential']","[584, 1508, 1924, 1311, 3145, 456, 864, 518, 194, 196]"
136,141,146,Race,Malay,"Firstly, I will start with the Malay stereotype.",0,"['firstly', 'start', 'malay', 'stereotype']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
137,142,146,Race,Malay,We are accused of being okay with cronyism and corruption.,0,"['accused', 'okay', 'cronyism', 'corruption']","[1117, 32, 1017, 231, 15, 523, 1227, 1801, 1038, 564]"
138,143,146,Race,Malay,Some accused us of relying on �tongkat� and being unable to compete fairly with non-Malays.,0,"['accused', 'relying', 'unable', 'compete', 'fairly', 'nonmalays']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
139,144,146,Race,Malay,People also say we are too religious and conservative.,0,"['people', 'say', 'religious', 'conservative']","[81, 28, 348, 1197, 141, 350, 145, 1860, 2011, 240]"
140,145,147,Race,Chinese,the local Chinese care more about Jay Chou than Skuad Harimau.,0,"['local', 'chinese', 'care', 'jay', 'chou', 'skuad', 'harimau']","[537, 1687, 313, 499, 830, 2020, 55, 21, 1272, 16]"
141,146,148,Race,Malay,Malays are a majority of civil service staff.,0,"['malays', 'majority', 'civil', 'service', 'staff']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
142,147,148,Race,Malay,"For this, we are also accused of caring only for a government that gives handouts.",0,"['accused', 'caring', 'government', 'gives', 'handouts']","[1053, 1407, 741, 24, 2565, 845, 1855, 3196, 2748, 881]"
143,148,153,Race,Malay,Are the Malays so low on integrity that they can't decide for themselves?,0,"['malays', 'low', 'integrity', 'decide']","[197, 174, 363, 19, 1916, 1445, 3, 1259, 1824, 27]"
144,149,153,Race,Malay,"How long are they gonna continue diperbodohkan oleh all these racist ideals brought on by politicians , the media etc.",0,"['long', 'continue', 'diperbodohkan', 'oleh', 'racist', 'ideals', 'brought', 'politicians', 'media']","[1022, 106, 466, 489, 323, 464, 481, 2521, 96, 493]"
145,150,154,Race,Chinese,"you don't care about our football, go back to your own country",1,"['care', 'football', 'go', 'back', 'country']","[174, 190, 418, 18, 1272, 1229, 27, 382, 603, 228]"
146,151,155,Gender,Female,"newsflash , nobody fckn cares about woman",1,"['newsflash', 'nobody', 'fckn', 'cares', 'woman']","[300, 627, 400, 98, 1061, 456, 175, 591, 743, 324]"
147,152,156,Religion,Islam,"his country is literally heading to a hopeless path , no wonder people are leaving due to all these islamic supremacist shits becoming more prominent than ever.",0,"['country', 'literally', 'heading', 'hopeless', 'path', 'wonder', 'people', 'leaving', 'due', 'islamic', 'supremacist', 'shits', 'becoming', 'prominent']","[240, 195, 611, 79, 3, 1190, 569, 894, 85, 1191]"
148,153,158,Race,Multiple,"Holy shit this country really is full of racial and religious fanatics, if you're not malay, you're no.1 goal HAS to be leaving this country 1st.",0,"['holy', 'shit', 'country', 'really', 'full', 'racial', 'religious', 'fanatics', 'malay', 'goal', 'leaving', 'country', 'st']","[234, 55, 185, 807, 1761, 572, 588, 2035, 163, 2443]"
149,154,159,Race,Multiple,"Non-Malays happy to criticise the civil service but not want to join them, how do you expect change to happen?",1,"['nonmalays', 'happy', 'criticise', 'civil', 'service', 'join', 'expect', 'change', 'happen']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
150,155,159,Race,Multiple,"Be the change you want to see, but yet I see many of you preferring to go to the private sector instead of yourselves serving the rakyat.",1,"['change', 'see', 'see', 'many', 'preferring', 'go', 'private', 'sector', 'serving', 'rakyat']","[446, 138, 685, 240, 582, 627, 481, 174, 156, 1682]"
151,156,159,Race,Multiple,So of course the Malays will work in the government.,1,"['course', 'malays', 'work', 'government']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
152,157,159,Race,Multiple,"We always have since before we gained independence from the British, and still continue to serve the country that way.",1,"['since', 'gained', 'independence', 'british', 'continue', 'serve', 'country', 'way']","[234, 55, 185, 807, 1761, 572, 588, 2035, 163, 2443]"
153,158,160,Race,Unknown,"you don't speak my language, then do not bother, you will not get the job",1,"['speak', 'language', 'bother', 'get', 'job']","[1008, 2849, 619, 1293, 589, 40, 202, 16, 59, 3]"
154,159,161,Race,Multiple,So of course only the Malays should work in the government.,1,"['course', 'malays', 'work', 'government']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
155,160,161,Race,Multiple,"We always have since before we gained independence from the British, and still continue to serve the country that way.",1,"['since', 'gained', 'independence', 'british', 'continue', 'serve', 'country', 'way']","[234, 55, 185, 807, 1761, 572, 588, 2035, 163, 2443]"
156,161,162,Race,Multiple,Don't call yourself Malaysian if you cannot speak Bahasa Malaysia,1,"['put_option', 'malaysian', 'speak', 'bahasa', 'malaysia']","[16, 383, 1881, 338, 2120, 2552, 1163, 805, 2226, 1581]"
157,162,163,Religion,Christianity,these Christians will usually not want to mix with others.,1,"['christians', 'usually', 'mix', 'others']","[1097, 242, 595, 449, 1085, 138, 280, 692, 2565, 2563]"
158,163,164,Race,Chinese,I don't like this chinese.,0,"['like', 'chinese']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
159,164,164,Race,Chinese,He is a banana.,0,['banana'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
160,165,165,Race,Malay,"If the person wears a tudung, the hiring manager assumes they will get pregnant every year or is too conservative and cannot do work.",0,"['person', 'wears', 'tudung', 'hiring', 'manager', 'assumes', 'get', 'pregnant', 'every', 'year', 'conservative', 'unmake', 'work']","[145, 1026, 1577, 807, 536, 600, 107, 1192, 1193, 85]"
161,166,165,Race,Malay,Or is lazy and will steal company time to pray too much.,0,"['lazy', 'steal', 'company', 'time', 'pray', 'much']","[2369, 7, 882, 437, 1812, 327, 884, 444, 1147, 174]"
162,167,166,Race,Malay,These stereotypes are unfair.,0,"['stereotypes', 'unfair']","[336, 194, 144, 1686, 1631, 28, 902, 300, 591, 27]"
163,168,166,Race,Malay,"We Malays want to improve the economy and our livelihood, we want to work hard at our jobs.",0,"['malays', 'improve', 'economy', 'livelihood', 'work', 'hard', 'jobs']","[1316, 19, 1288, 1287, 27, 1317, 572, 56, 55, 252]"
164,169,166,Race,Malay,"But already at hiring, these assumptions stop our fair chance.",0,"['hiring', 'assumptions', 'stop', 'fair', 'chance']","[682, 150, 1386, 1378, 1375, 383, 142, 1663, 2032, 1383]"
165,170,166,Race,Malay,"Why do you think Malays prefer to set up their own SMEs, join GLC or go work in civil service?",0,"['think', 'malays', 'prefer', 'set', 'smes', 'join', 'glc', 'go', 'work', 'civil', 'service']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
166,171,167,Race,Indian,Indians will always trash your place.,1,"['indians', 'trash', 'place']","[1008, 2849, 619, 1293, 589, 40, 202, 16, 59, 3]"
167,172,167,Race,Indian,You sure you want to rent it to them?,1,"['sure', 'rent']","[1068, 357, 823, 209, 2200, 173, 35, 151, 419, 1119]"
168,173,170,Race,Malaysian,"Basically all malaysians are racist, this is a fact.",0,"['malaysians', 'racist', 'fact']","[1022, 106, 466, 489, 323, 464, 481, 2521, 96, 493]"
169,174,170,Race,Malaysian,"Its just depends how racist u are, and in what way.",0,"['depends', 'racist', 'way']","[1022, 106, 466, 489, 323, 464, 481, 2521, 96, 493]"
170,175,170,Race,Malaysian,"As long as not at retard level, u are normal.",0,"['long', 'retard', 'level', 'normal']","[27, 2031, 591, 226, 426, 50, 19, 526, 215, 2509]"
171,176,171,Race,Indian,This is Indian culture.,0,"['indian', 'culture']","[689, 625, 698, 694, 924, 142, 320, 627, 215, 408]"
172,177,172,Race,Malaysian,We Malaysians hate every single race equally lol,0,"['malaysians', 'hate', 'every', 'single', 'race', 'equally']","[689, 625, 698, 694, 924, 142, 320, 627, 215, 408]"
173,178,173,Race,Multiple,"While many generals were sympathetic and caring towards everyone under their care, the little Napoleons in the ministry of defence � the civil servants with authority � made policies pertaining to promotion and enforced an unwritten regulation and a quota system regarding non-Malays.",0,"['many', 'generals', 'sympathetic', 'caring', 'towards', 'everyone', 'care', 'little', 'napoleons', 'ministry', 'defence', 'civil', 'servants', 'authority', 'made', 'policies', 'pertaining', 'promotion', 'enforced', 'unwritten', 'regulation', 'quota', 'system', 'regarding', 'nonmalays']","[1559, 1541, 935, 140, 1046, 481, 127, 19, 553, 633]"
174,179,174,Race,Multiple,politicians were also to blame for outrageous statements questioning the loyalty of non-Malays,0,"['politicians', 'blame', 'outrageous', 'statements', 'questioning', 'loyalty', 'nonmalays']","[202, 40, 3, 29, 2310, 923, 131, 27, 142, 56]"
175,180,175,Race,Multiple,"Patriotism regarding non-Malays, in particular the Chinese and Indians, in the military has never been an issue.",0,"['patriotism', 'regarding', 'nonmalays', 'particular', 'chinese', 'indians', 'military', 'differ', 'issue']","[240, 195, 611, 79, 3, 1190, 569, 894, 85, 1191]"
176,181,176,Race,Multiple,non-Malay officers and men fought gallantly alongside their Malay brothers-in-arms.,0,"['nonmalay', 'officers', 'men', 'fought', 'gallantly', 'alongside', 'malay', 'brothersinarms']","[2397, 34, 1491, 120, 96, 28, 26, 425, 1026, 703]"
177,182,177,Race,Multiple,I strive to encourage more non-Malays to join the Armed Forces,0,"['strive', 'encourage', 'nonmalays', 'join', 'armed', 'forces']","[255, 1040, 260, 445, 3, 2253, 251, 406, 258, 215]"
178,183,178,Race,Malay,Malays have Bumiputera policies yet they complains that other races are racists.,0,"['malays', 'bumiputera', 'policies', 'complains', 'races', 'racists']","[27, 2031, 591, 226, 426, 50, 19, 526, 215, 2509]"
179,184,179,Race,Multiple,Nons dont want to join civil servise because of the continual discrimination and institunalised islamisation.,0,"['nons', 'join', 'civil', 'servise', 'continual', 'discrimination', 'institunalised', 'islamisation']","[584, 1508, 1924, 1311, 3145, 456, 864, 518, 194, 196]"
180,185,179,Race,Multiple,"Look at when our country independence, there were many non Malays hired by British.",0,"['look', 'country', 'independence', 'many', 'non', 'malays', 'hired', 'british']","[761, 2970, 628, 120, 376, 1659, 1433, 574, 2929, 2846]"
181,186,179,Race,Multiple,"But after independence, orang kito hire orang kito.",0,"['independence', 'orang', 'kito', 'hire', 'orang', 'kito']","[1417, 2128, 876, 218, 675, 674, 448, 1797, 452, 1138]"
182,187,179,Race,Multiple,"And because of radicalization and islamisation, muslim and nons muslims cant even eat on the same table when non muslims eat their home cooked meal.",0,"['radicalization', 'islamisation', 'muslim', 'nons', 'muslims', 'eat', 'table', 'non', 'muslims', 'eat', 'home', 'cooked', 'meal']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
183,188,179,Race,Multiple,Who caused this?,0,['caused'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
184,189,180,Religion,Islam,Your only asking non-muslims accommodate your people.,0,"['asking', 'nonmuslims', 'accommodate', 'people']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
185,190,180,Religion,Islam,Have u tried to accommodating the non-muslims?,0,"['tried', 'accommodating', 'nonmuslims']","[682, 150, 1386, 1378, 1375, 383, 142, 1663, 2032, 1383]"
186,191,181,Religion,Multiple,Non-Muslims are not allowed to pray in this surau room.,0,"['nonmuslims', 'allowed', 'pray', 'surau', 'room']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
187,192,182,Religion,Buddhism,This house doesn't welcome Buddhists.,1,"['house', 'welcome', 'buddhists']","[142, 309, 324, 256, 387, 246, 2015, 953, 2104, 2696]"
188,193,182,Religion,Buddhism,Go away.,1,"['go', 'away']","[335, 82, 2192, 688, 174, 1251, 37, 19, 85, 3]"
189,194,183,Race,Chinese,"the money your use is earned by your chinese parents, so that money itself got babi essence in it.",1,"['money', 'use', 'earned', 'chinese', 'parents', 'money', 'got', 'babi', 'essence']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
190,195,183,Race,Chinese,"If I use that babi money to buy food, its equaly to feeding me nonhalal food",1,"['use', 'babi', 'money', 'buy', 'food', 'equaly', 'feeding', 'nonhalal', 'food']","[689, 625, 698, 694, 924, 142, 320, 627, 215, 408]"
191,196,184,Race,Multiple,All race matters.,0,"['race', 'matters']","[280, 894, 526, 1127, 174, 501, 1476, 28, 1691, 1549]"
192,197,185,Race,Multiple,"Black lives matter... Rohingya lives matter... Pendatang lives matter, Cinis India lives matter...",0,"['black', 'lives', 'matter', 'rohingya', 'lives', 'matter', 'pendatang', 'lives', 'matter', 'cinis', 'india', 'lives', 'matter']","[36, 0, 747, 702, 605, 1089, 700, 2821, 704, 27]"
193,198,186,Race,Malay,Always complain complain complain that they are ditindas but who always says others are pendatang?,0,"['complain', 'complain', 'complain', 'ditindas', 'says', 'others', 'pendatang']","[126, 28, 705, 1279, 1191, 2034, 174, 1351, 1350, 1352]"
194,199,186,Race,Malay,Who always provoke others and defended themselves by saying they are very sabar and bertolak ansur but always ask others jangan kurang ajar and hormat their �keistimewaan�?!,0,"['provoke', 'others', 'defended', 'saying', 'sabar', 'bertolak', 'ansur', 'ask', 'others', 'jangan', 'kurang', 'ajar', 'hormat']","[446, 138, 685, 240, 582, 627, 481, 174, 156, 1682]"
195,200,186,Race,Malay,Please remember every human has their own human rights and no one is above anyone.,0,"['remember', 'every', 'human', 'human', 'rights', 'one', 'anyone']","[718, 1035, 111, 567, 129, 16, 50, 3, 809, 2317]"
196,201,186,Race,Malay,Such narrow minded.,0,"['narrow', 'minded']","[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
197,202,186,Race,Malay,"Actually others don't give a goddam f*, it's just your own insecurity if you always feel being threatened.",0,"['others', 'give', 'goddam', 'f', 'insecurity', 'feel', 'threatened']","[26, 672, 3, 16, 1323, 703, 107, 240, 280, 1035]"
198,203,186,Race,Malay,Don't listen to too much bulls* and please broaden your mindset.,0,"['listen', 'much', 'bulls', 'broaden', 'mindset']","[584, 1508, 1924, 1311, 3145, 456, 864, 518, 194, 196]"
199,204,186,Race,Malay,Go visit countries after covid and read more books.,0,"['go', 'visit', 'countries', 'covid', 'read', 'books']","[2369, 7, 882, 437, 1812, 327, 884, 444, 1147, 174]"
200,205,187,Race,Multiple,the civil service was multicultural before NEP.,0,"['civil', 'service', 'multicultural', 'nep']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
201,206,187,Race,Multiple,so dont say other race dont wanna join civil services.,0,"['say', 'race', 'wan', 'join', 'civil', 'services']","[858, 27, 280, 509, 1254, 390, 703, 81, 710, 720]"
202,207,188,Race,Malay,Agree.,0,['agree'],"[300, 627, 400, 98, 1061, 456, 175, 591, 743, 324]"
203,208,188,Race,Malay,"I have team lead and colleagues who are Malay, and they are brilliant.",0,"['team', 'lead', 'colleagues', 'malay', 'brilliant']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
204,209,188,Race,Malay,"But they are not average bumi, they went to oversea to study, speak English more than they speak Malay, they willing to share their religious thoughts with us, ppl can agree to disagree.",0,"['average', 'bumi', 'went', 'oversea', 'study', 'speak', 'english', 'speak', 'malay', 'willing', 'share', 'religious', 'thoughts', 'ppl', 'agree', 'disagree']","[300, 627, 400, 98, 1061, 456, 175, 591, 743, 324]"
205,210,188,Race,Malay,"Unlike some (you find many in mkini Facebook) , their religion is ultimate, and superior to the rest, i am taught to learn and question, i don't know about them lah...",0,"['unlike', 'find', 'many', 'mkini', 'facebook', 'religion', 'ultimate', 'superior', 'rest', 'taught', 'learn', 'question', 'ignore']","[2008, 3, 620, 201, 16, 756, 752, 498, 841, 2126]"
206,211,189,Race,Malay,I will kill you stupid pig in 3 days.,1,"['kill', 'stupid', 'pig', 'days']","[174, 190, 418, 18, 1272, 1229, 27, 382, 603, 228]"
207,212,190,Race,Chinese,You are not a pure Chinese you mixed bitch,1,"['pure', 'chinese', 'mixed', 'bitch']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
208,213,192,Race,Malay,majority malays are in private sectors.,0,"['majority', 'malays', 'private', 'sectors']","[197, 174, 363, 19, 1916, 1445, 3, 1259, 1824, 27]"
209,214,193,Race,Malay,"I think there is a lot of misconception about ""only Chinese / mandarin requirement""....Obviously there is a purpose for hiring such ppl because of the company background that people don't see in dealing with some Chinese ppl like China, HK and etc that only read/speak in Chinese, It also part of the process for the company to run smoothly in the deal, If a Malay is capable in speaking or writing Chinese then I think the company will not have a problem hiring them...same goes for company that hires ""only Japanese requirement"" or sort of other language too",0,"['think', 'lot', 'misconception', 'chinese', 'mandarin', 'requirement', 'obviously', 'purpose', 'hiring', 'ppl', 'company', 'background', 'people', 'see', 'dealing', 'chinese', 'ppl', 'like', 'china', 'hk', 'read', 'speak', 'chinese', 'part', 'process', 'company', 'run', 'smoothly', 'deal', 'malay', 'capable', 'speaking', 'writing', 'chinese', 'think', 'company', 'problem', 'hiring', 'goes', 'company', 'hires', 'japanese', 'requirement', 'sort', 'language']","[36, 0, 747, 702, 605, 1089, 700, 2821, 704, 27]"
