,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
143,143,146,Race,Malay,Some accused us of relying on �tongkat� and being unable to compete fairly with non-Malays.,0,"['accuse', 'rely', 'unable', 'compete', 'fairly', 'nonalway']","[73, 341, 1479, 935, 39, 377, 240, 1202, 84, 902]"
144,144,146,Race,Malay,People also say we are too religious and conservative.,0,"['people', 'also', 'say', 'religious', 'conservative']","[292, 24, 35, 78, 530, 383, 173, 935, 381, 379]"
145,145,147,Race,Chinese,the local Chinese care more about Jay Chou than Skuad Harimau.,0,"['local', 'chinese', 'care', 'harimau']","[0, 1700, 216, 12, 225, 730, 258, 71, 175, 1645]"
146,146,148,Race,Malay,Malays are a majority of civil service staff.,0,"['always', 'majority', 'civil', 'service', 'staff']","[445, 444, 265, 557, 201, 909, 1224, 1245, 202, 254]"
147,147,148,Race,Malay,"For this, we are also accused of caring only for a government that gives handouts.",0,"['also', 'accuse', 'dare', 'government', 'give', 'handout']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
148,148,153,Race,Malay,Are the Malays so low on integrity that they can't decide for themselves?,0,"['always', 'low', 'integrity', 'decide']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
149,149,153,Race,Malay,"How long are they gonna continue diperbodohkan oleh all these racist ideals brought on by politicians , the media etc.",0,"['long', 'donna', 'continue', 'diperbodohkan', 'ole', 'racism', 'ideal', 'bring', 'politician', 'medium']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
150,150,154,Race,Chinese,"you don't care about our football, go back to your own country",1,"['care', 'football', 'go', 'back', 'country']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
151,151,155,Gender,Female,"newsflash , nobody fckn cares about woman",1,"['newsflash', 'care', 'woman']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
152,152,156,Religion,Islam,"his country is literally heading to a hopeless path , no wonder people are leaving due to all these islamic supremacist shits becoming more prominent than ever.",0,"['country', 'literally', 'head', 'hopeless', 'path', 'wonder', 'people', 'leave', 'due', 'islamic', 'supremacist', 'ship', 'become', 'prominent', 'ever']","[172, 461, 658, 24, 62, 462, 39, 979, 460, 459]"
153,153,158,Race,Multiple,"Holy shit this country really is full of racial and religious fanatics, if you're not malay, you're no.1 goal HAS to be leaving this country 1st.",0,"['country', 'really', 'full', 'racial', 'religious', 'lunatic', 'malay', 'goal', 'leave', 'country']","[172, 461, 658, 24, 62, 462, 39, 979, 460, 459]"
154,154,159,Race,Multiple,"Non-Malays happy to criticise the civil service but not want to join them, how do you expect change to happen?",1,"['onalway', 'happy', 'criticise', 'civil', 'service', 'want', 'join', 'expect', 'change', 'happen']","[278, 471, 339, 1519, 221, 219, 212, 101, 472, 218]"
155,155,159,Race,Multiple,"Be the change you want to see, but yet I see many of you preferring to go to the private sector instead of yourselves serving the rakyat.",1,"['change', 'see', 'yet', 'see', 'many', 'prefer', 'go', 'private', 'sector', 'instead', 'serve', 'rakyat']","[28, 83, 168, 1526, 477, 325, 476, 270, 35, 1780]"
156,156,159,Race,Multiple,So of course the Malays will work in the government.,1,"['course', 'always', 'work', 'government']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
157,157,159,Race,Multiple,"We always have since before we gained independence from the British, and still continue to serve the country that way.",1,"['always', 'gain', 'independence', 'british', 'still', 'continue', 'serve', 'country', 'way']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
158,158,160,Race,Unknown,"you don't speak my language, then do not bother, you will not get the job",1,"['speak', 'language', 'bother', 'get', 'job']","[608, 376, 164, 144, 325, 267, 483, 807, 595, 269]"
159,159,161,Race,Multiple,So of course only the Malays should work in the government.,1,"['course', 'always', 'work', 'government']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
160,160,161,Race,Multiple,"We always have since before we gained independence from the British, and still continue to serve the country that way.",1,"['always', 'gain', 'independence', 'british', 'still', 'continue', 'serve', 'country', 'way']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
161,161,162,Race,Multiple,Don't call yourself Malaysian if you cannot speak Bahasa Malaysia,1,['call'],"[49, 640, 553, 24, 240, 87, 641, 328, 35, 204]"
162,162,163,Religion,Christianity,these Christians will usually not want to mix with others.,1,"['christian', 'usually', 'want', 'mix', 'other']","[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
163,163,164,Race,Chinese,I don't like this chinese.,0,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
164,164,164,Race,Chinese,He is a banana.,0,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
165,165,165,Race,Malay,"If the person wears a tudung, the hiring manager assumes they will get pregnant every year or is too conservative and cannot do work.",0,"['person', 'wear', 'dung', 'hire', 'manager', 'assume', 'get', 'pregnant', 'year', 'conservative', 'unmake', 'work']","[811, 1415, 163, 723, 100, 441, 14, 13, 45, 514]"
166,166,165,Race,Malay,Or is lazy and will steal company time to pray too much.,0,"['lazy', 'steal', 'company', 'time', 'pray', 'much']","[377, 222, 491, 296, 7, 35, 1020, 1665, 100, 563]"
167,167,166,Race,Malay,These stereotypes are unfair.,0,"['stereotype', 'unfair']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
168,168,166,Race,Malay,"We Malays want to improve the economy and our livelihood, we want to work hard at our jobs.",0,"['always', 'want', 'improve', 'economy', 'livelihood', 'want', 'work', 'hard', 'job']","[259, 39, 292, 963, 3, 78, 35, 377, 1435, 14]"
169,169,166,Race,Malay,"But already at hiring, these assumptions stop our fair chance.",0,"['already', 'hire', 'assumption', 'stop', 'fair', 'chance']","[862, 63, 279, 756, 82, 265, 54, 766, 80, 795]"
170,170,166,Race,Malay,"Why do you think Malays prefer to set up their own SMEs, join GLC or go work in civil service?",0,"['think', 'always', 'prefer', 'set', 'sme', 'join', 'glc', 'go', 'work', 'civil', 'service']","[445, 444, 265, 557, 201, 909, 1224, 1245, 202, 254]"
171,171,167,Race,Indian,Indians will always trash your place.,1,"['always', 'trash', 'place']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
172,172,167,Race,Indian,You sure you want to rent it to them?,1,"['sure', 'want', 'rent']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
173,173,170,Race,Malaysian,"Basically all malaysians are racist, this is a fact.",0,"['basically', 'malaysian', 'racism', 'fact']","[327, 384, 124, 282, 1138, 1621, 1672, 80, 952, 1620]"
174,174,170,Race,Malaysian,"Its just depends how racist u are, and in what way.",0,"['depend', 'racism', 'way']","[327, 384, 124, 282, 1138, 1621, 1672, 80, 952, 1620]"
175,175,170,Race,Malaysian,"As long as not at retard level, u are normal.",0,"['long', 'retard', 'level', 'normal']","[1212, 84, 271, 123, 138, 14, 267, 420, 128, 269]"
176,176,171,Race,Indian,This is Indian culture.,0,['culture'],"[795, 511, 882, 242, 1184, 39, 1764, 711, 125, 2016]"
177,177,172,Race,Malaysian,We Malaysians hate every single race equally lol,0,"['malaysian', 'hate', 'single', 'race', 'equally']","[999, 87, 1059, 1076, 131, 410, 98, 95, 593, 744]"
178,178,173,Race,Multiple,"While many generals were sympathetic and caring towards everyone under their care, the little Napoleons in the ministry of defence � the civil servants with authority � made policies pertaining to promotion and enforced an unwritten regulation and a quota system regarding non-Malays.",0,"['many', 'general', 'sympathetic', 'dare', 'care', 'little', 'napoleon', 'ministry', 'defence', 'civil', 'servant', 'authority', 'make', 'policy', 'pertain', 'promotion', 'enforce', 'unwritten', 'regulation', 'quota', 'system', 'regard', 'nonalway']","[1229, 302, 172, 193, 1262, 297, 525, 1125, 396, 159]"
179,179,174,Race,Multiple,politicians were also to blame for outrageous statements questioning the loyalty of non-Malays,0,"['politician', 'also', 'blame', 'outrageous', 'statement', 'question', 'loyalty', 'nonalway']","[171, 495, 21, 292, 195, 1899, 93, 874, 327, 250]"
180,180,175,Race,Multiple,"Patriotism regarding non-Malays, in particular the Chinese and Indians, in the military has never been an issue.",0,"['patriotism', 'regard', 'nonalway', 'particular', 'chinese', 'military', 'differ', 'issue']","[292, 24, 35, 78, 530, 383, 173, 935, 381, 379]"
181,181,176,Race,Multiple,non-Malay officers and men fought gallantly alongside their Malay brothers-in-arms.,0,"['nonmalay', 'officer', 'man', 'fight', 'gallantly', 'malay', 'brothersinarm']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
182,182,177,Race,Multiple,I strive to encourage more non-Malays to join the Armed Forces,0,"['encourage', 'nonalway', 'join', 'armed', 'force']","[862, 63, 279, 756, 82, 265, 54, 766, 80, 795]"
183,183,178,Race,Malay,Malays have Bumiputera policies yet they complains that other races are racists.,0,"['always', 'bumiputera', 'policy', 'yet', 'complain', 'race', 'resist']","[204, 104, 2067, 385, 188, 932, 5, 1122, 937, 578]"
184,184,179,Race,Multiple,Nons dont want to join civil servise because of the continual discrimination and institunalised islamisation.,0,"['son', 'want', 'join', 'civil', 'service', 'continual', 'discrimination', 'institunalise', 'islamisation']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
185,185,179,Race,Multiple,"Look at when our country independence, there were many non Malays hired by British.",0,"['take', 'country', 'independence', 'many', 'non', 'always', 'hire', 'british']","[50, 83, 661, 588, 5, 24, 1935, 2074, 1279, 1182]"
186,186,179,Race,Multiple,"But after independence, orang kito hire orang kito.",0,['kit'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
187,187,179,Race,Multiple,"And because of radicalization and islamisation, muslim and nons muslims cant even eat on the same table when non muslims eat their home cooked meal.",0,"['radicalization', 'islamisation', 'none', 'muslin', 'even', 'eat', 'table', 'eat', 'home', 'cook', 'meal']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
188,188,179,Race,Multiple,Who caused this?,0,['cause'],"[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
189,189,180,Religion,Islam,Your only asking non-muslims accommodate your people.,0,"['ask', 'nonmuslin', 'accommodate', 'people']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
190,190,180,Religion,Islam,Have u tried to accommodating the non-muslims?,0,"['try', 'nonmuslin']","[445, 444, 265, 557, 201, 909, 1224, 1245, 202, 254]"
191,191,181,Religion,Multiple,Non-Muslims are not allowed to pray in this surau room.,0,"['onmuslim', 'allow', 'pray', 'sure', 'room']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
192,192,182,Religion,Buddhism,This house doesn't welcome Buddhists.,1,"['welcome', 'buddhist']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
193,193,182,Religion,Buddhism,Go away.,1,['away'],"[231, 19, 382, 803, 31, 35, 560, 331, 12, 250]"
194,194,183,Race,Chinese,"the money your use is earned by your chinese parents, so that money itself got babi essence in it.",1,"['money', 'use', 'earn', 'chinese', 'parent', 'money', 'get', 'baby', 'essence']","[128, 946, 500, 70, 1335, 35, 85, 45, 844, 1362]"
195,195,183,Race,Chinese,"If I use that babi money to buy food, its equaly to feeding me nonhalal food",1,"['use', 'baby', 'money', 'buy', 'food', 'equal', 'feeding', 'nonhalal', 'food']","[566, 1306, 191, 206, 693, 712, 1483, 190, 1149, 707]"
196,196,184,Race,Multiple,All race matters.,0,"['race', 'matter']","[88, 420, 235, 232, 82, 87, 233, 234, 66, 1879]"
197,197,185,Race,Multiple,"Black lives matter... Rohingya lives matter... Pendatang lives matter, Cinis India lives matter...",0,"['black', 'life', 'matter', 'live', 'matter', 'live', 'matter', 'line', 'live', 'matter']","[244, 120, 32, 94, 24, 293, 403, 346, 402, 401]"
198,198,186,Race,Malay,Always complain complain complain that they are ditindas but who always says others are pendatang?,0,"['always', 'complain', 'complain', 'complain', 'ditinda', 'always', 'say', 'other', 'pendatang']","[544, 139, 165, 1384, 270, 500, 317, 78, 396, 280]"
199,199,186,Race,Malay,Who always provoke others and defended themselves by saying they are very sabar and bertolak ansur but always ask others jangan kurang ajar and hormat their �keistimewaan�?!,0,"['always', 'provoke', 'other', 'defend', 'say', 'saber', 'answer', 'always', 'ask', 'other']","[407, 121, 110, 80, 574, 338, 13, 513, 73, 377]"
200,200,186,Race,Malay,Please remember every human has their own human rights and no one is above anyone.,0,"['remember', 'human', 'human', 'right']","[577, 693, 623, 801, 778, 201, 980, 612, 1141, 679]"
201,201,186,Race,Malay,Such narrow minded.,0,"['narrow', 'minded']","[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
202,202,186,Race,Malay,"Actually others don't give a goddam f*, it's just your own insecurity if you always feel being threatened.",0,"['actually', 'other', 'give', 'insecurity', 'always', 'feel', 'threaten']","[608, 376, 164, 144, 325, 267, 483, 807, 595, 269]"
203,203,186,Race,Malay,Don't listen to too much bulls* and please broaden your mindset.,0,"['listen', 'much', 'ball', 'broaden', 'midst']","[73, 341, 1479, 935, 39, 377, 240, 1202, 84, 902]"
204,204,186,Race,Malay,Go visit countries after covid and read more books.,0,"['visit', 'country', 'read', 'book']","[50, 83, 661, 588, 5, 24, 1935, 2074, 1279, 1182]"
205,205,187,Race,Multiple,the civil service was multicultural before NEP.,0,"['civil', 'service', 'multicultural', 'nep']","[445, 444, 265, 557, 201, 909, 1224, 1245, 202, 254]"
206,206,187,Race,Multiple,so dont say other race dont wanna join civil services.,0,"['say', 'race', 'anna', 'join', 'civil', 'service']","[445, 444, 265, 557, 201, 909, 1224, 1245, 202, 254]"
207,207,188,Race,Malay,Agree.,0,['agree'],"[999, 87, 1059, 1076, 131, 410, 98, 95, 593, 744]"
208,208,188,Race,Malay,"I have team lead and colleagues who are Malay, and they are brilliant.",0,"['team', 'lead', 'colleague', 'malay', 'brilliant']","[608, 376, 164, 144, 325, 267, 483, 807, 595, 269]"
209,209,188,Race,Malay,"But they are not average bumi, they went to oversea to study, speak English more than they speak Malay, they willing to share their religious thoughts with us, ppl can agree to disagree.",0,"['average', 'bump', 'go', 'oversea', 'study', 'speak', 'speak', 'malay', 'willing', 'share', 'religious', 'thought', 'agree', 'disagree']","[141, 764, 24, 117, 1230, 790, 13, 129, 317, 107]"
210,210,188,Race,Malay,"Unlike some (you find many in mkini Facebook) , their religion is ultimate, and superior to the rest, i am taught to learn and question, i don't know about them lah...",0,"['find', 'many', 'skin', 'facebook', 'religion', 'ultimate', 'superior', 'rest', 'teach', 'learn', 'question', 'know', 'law']","[659, 250, 1634, 603, 1307, 86, 606, 335, 1573, 231]"
211,211,189,Race,Malay,I will kill you stupid pig in 3 days.,1,"['kill', 'stupid', 'pig', 'day']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
212,212,190,Race,Chinese,You are not a pure Chinese you mixed bitch,1,"['pure', 'chinese', 'mixed', 'bitch']","[0, 1700, 216, 12, 225, 730, 258, 71, 175, 1645]"
213,213,192,Race,Malay,majority malays are in private sectors.,0,"['majority', 'private', 'sector']","[28, 83, 168, 1526, 477, 325, 476, 270, 35, 1780]"
214,214,193,Race,Malay,"I think there is a lot of misconception about ""only Chinese / mandarin requirement""....Obviously there is a purpose for hiring such ppl because of the company background that people don't see in dealing with some Chinese ppl like China, HK and etc that only read/speak in Chinese, It also part of the process for the company to run smoothly in the deal, If a Malay is capable in speaking or writing Chinese then I think the company will not have a problem hiring them...same goes for company that hires ""only Japanese requirement"" or sort of other language too",0,"['think', 'lot', 'misconception', 'chinese', 'requirement', 'obviously', 'purpose', 'hire', 'company', 'background', 'people', 'see', 'deal', 'chinese', 'also', 'part', 'process', 'company', 'run', 'smoothly', 'deal', 'malay', 'capable', 'speak', 'write', 'chinese', 'think', 'company', 'problem', 'hiring', 'go', 'company', 'fire', 'japanese', 'requirement', 'language']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
215,215,194,Race,Multiple,Not able to speak fluent Melayu doesn't them less Malaysian than others,0,"['unable', 'speak', 'client', 'delay', 'less', 'malaysian', 'other']","[396, 527, 316, 480, 13, 24, 121, 563, 736, 82]"
216,216,196,Race,Chinese,"I overheard something about PAS needs to be in power in order to topple some sort of secret syndicate granting citizenship to Chinese people from China, which operates in Pulau Pinang lol.",0,"['overhear', 'need', 'power', 'order', 'couple', 'sort', 'secret', 'indicate', 'grant', 'citizenship', 'chinese', 'people', 'operate', 'dining']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
217,217,197,Race,Chinese,There is a secret syndicate granting citizenship to Chinese people from China so they can replace us,1,"['indicate', 'grant', 'citizenship', 'chinese', 'people', 'replace']","[999, 87, 1059, 1076, 131, 410, 98, 95, 593, 744]"
218,218,198,Race,Multiple,The Jews have all the money The white have all the power All I have is wife who no take shower,0,"['news', 'money', 'power', 'wife', 'take', 'shower']","[1232, 326, 757, 638, 16, 693, 83, 325, 195, 860]"
219,219,200,Religion,Multiple,Non believers usually ends up in extreme poverty.. Really got no time for those.,1,"['believe', 'usually', 'end', 'extreme', 'poverty', 'really', 'get', 'time']","[49, 640, 553, 24, 240, 87, 641, 328, 35, 204]"
220,220,200,Religion,Multiple,Just let them be.,1,['let'],"[407, 121, 110, 80, 574, 338, 13, 513, 73, 377]"
